PMID|PaperTitle|Authors|PublicationDate|Abstract|Keywords
31984479|PROSPECT guideline for oncological breast surgery: a systematic review and procedure-specific postoperative pain management recommendations.|Jacobs, A; Lemoine, A; Joshi, G P; Van de Velde, M; Bonnet, F; Bonnet, F; |2020 01 26|Analgesic protocols used to treat pain after breast surgery vary significantly. The aim of this systematic review was to evaluate the available literature on this topic and develop recommendations for optimal pain management after oncological breast surgery. A systematic review using preferred reporting items for systematic reviews and meta-analysis guidance with procedure-specific postoperative pain management (PROSPECT) methodology was undertaken. Randomised controlled trials assessing postoperative pain using analgesic, anaesthetic or surgical interventions were identified. Seven hundred and forty-nine studies were found, of which 53 randomised controlled trials and nine meta-analyses met the inclusion criteria and were included in this review. Quantitative analysis suggests that dexamethasone and gabapentin reduced postoperative pain. The use of paravertebral blocks also reduced postoperative pain scores, analgesia consumption and the incidence of postoperative nausea and vomiting. Intra-operative opioid requirements were documented to be lower when a pectoral nerves block was performed, which also reduced postoperative pain scores and opioid consumption. We recommend basic analgesics (i.e. paracetamol and non-steroidal anti-inflammatory drugs) administered pre-operatively or intra-operatively and continued postoperatively. In addition, pre-operative gabapentin and dexamethasone are also recommended. In major breast surgery, a regional anaesthetic technique such as paravertebral block or pectoral nerves block and/or local anaesthetic wound infiltration may be considered for additional pain relief. Paravertebral block may be continued postoperatively using catheter techniques. Opioids should be reserved as rescue analgesics in the postoperative period. Research is needed to evaluate the role of novel regional analgesic techniques such as erector spinae plane or retrolaminar plane blocks combined with basic analgesics in an enhanced recovery setting.|analgesia; breast surgery; evidence-based medicine; pain; systematic review; 
31983613|Heated Intraperitoneal Chemotherapy for Colorectal Carcinomatosis: Emerging Evidence.|Snyder, Rebecca A; Fournier, Keith; Royal, Richard; Venook, Alan P; Chang, George J; |2020 01 02|No abstract.|Colon cancer; Colorectal cancer; Rectal cancer; Stage IV colorectal cancer; 
31888666|Optimisation: defining and exploring a concept to enhance the impact of public health initiatives.|Wolfenden, Luke; Bolsewicz, Katarzyna; Grady, Alice; McCrabb, Sam; Kingsland, Melanie; Wiggers, John; Bauman, Adrian; Wyse, Rebecca; Nathan, Nicole; Sutherland, Rachel; Hodder, Rebecca Kate; Fernandez, Maria; Lewis, Cara; Taylor, Natalie; McKay, Heather; Grimshaw, Jeremy; Hall, Alix; Moullin, Joanna; Albers, Bianca; Batchelor, Samantha; Attia, John; Milat, Andrew; Bailey, Andrew; Rissel, Chris; Reeves, Penny; Sims-Gould, Joanie; Mildon, Robyn; Doran, Chris; Yoong, Sze Lin; |2019 12 30|Repeated, data-driven optimisation processes have been applied in many fields to rapidly transform the performance of products, processes and interventions. While such processes may similarly be employed to enhance the impact of public health initiatives, optimisation has not been defined in the context of public health and there has been little exploration of its key concepts.|Delphi study; Optimisation; adaptation; consensus process; evidence-based practice; impact; implementation; intervention; public health; qualitative; 
31843871|Body mass index and attitudes towards health behaviors among women with endometrial cancer before and after treatment.|Harrison, Ross; Zhao, Hui; Sun, Charlotte C; Fu, Shuangshuang; Armbruster, Shannon D; Westin, Shannon Neville; Rauh-Hain, Jose Alejandro; Lu, Karen H; Giordano, Sharon H; Meyer, Larissa A; |2019 12 15|"Some experts have argued that obesity-related malignancies such as endometrial cancer are a ""teachable moment"" that lead to meaningful changes in health behaviors. It is unclear if endometrial cancer survivors lose weight following treatment. Our goal with this investigation was to evaluate post-treatment changes in body mass index (BMI) and attitudes towards health behaviors in endometrial cancer survivors."|endometrium; genital neoplasms, female; obesity, morbid; uterine cancer; uterine neoplasms; 
31834650|Digital interventions to facilitate patient-provider communication in cancer care: A systematic review.|Hong, Y Alicia; Hossain, Md Mahbub; Chou, Wen-Ying Sylvia; |2020 01 13|Patient-provider communication is a critical component of cancer care. Digital tools have been applied to facilitate cancer care and patient-provider communication. However, to date, there is no systematic review on this growing body of literature. The objective of this study is to identify the existing digital interventions to improve patient-provider communication among cancer patients and survivors, summarize their characteristics, and synthesize the outcomes of these interventions.|cancer patients; cancer survivors; digital intervention; patient-provider communication; review; 
31768735|"""Eat to Live""-Piloting a Culinary Medicine Program for Head & Neck Radiotherapy Patients."|Allen-Winters, Stephanie; Wakefield, Daniel; Gaudio, Elizabeth; Moore, Sharon; Boone, Kimberly; Morris, Scott; Schwartz, David L; |2019 11 26|Head and neck radiotherapy (H&N RT) patients are at risk for malnutrition following treatment due to dysphagia and alterations in taste quality. This project studied feasibility of a food skills intervention strategy support food preparation, cooking confidence, and individualized dietary choices to support nutritional status in this patient population.|Culinary medicine; Head and neck cancer; Nutrition; Radiotherapy; 
31768692|Prognostic value of alkaline phosphatase in hormone-sensitive prostate cancer: a systematic review and meta-analysis.|Mori, Keiichiro; Janisch, Florian; Parizi, Mehdi Kardoust; Mostafaei, Hadi; Lysenko, Ivan; Enikeev, Dmitry V; Kimura, Shoji; Egawa, Shin; Shariat, Shahrokh F; |2019 11 25|To assess the prognostic value of alkaline phosphatase in patients with hormone-sensitive prostate cancer.|Alkaline phosphatase (ALP); Hormone-sensitive prostate cancer (HSPC); Meta-analysis; 
31745679|Adherence with operative standards in the treatment of gastric cancer in the United States.|Zhao, Beiqun; Blair, Sarah L; Katz, Matthew H G; Lowy, Andrew M; Kelly, Kaitlyn J; |2019 11 19|Despite multiple clinical trials and practice guidelines for the treatment of gastric cancer, oncologic outcomes have not improved in the United States. One potential reason could be differences in the quality of surgery as performed in a controlled trial versus in practice.|Gastric cancer; NCDB; National Cancer Database; Operative standards; 
31741250|Psychosocial interventions for cancer survivors: A meta-analysis of effects on positive affect.|Salsman, John M; Pustejovsky, James E; Schueller, Stephen M; Hernandez, Rosalba; Berendsen, Mark; McLouth, Laurie E Steffen; Moskowitz, Judith T; |2019 11 19|Positive affect has demonstrated unique benefits in the context of health-related stress and is emerging as an important target for psychosocial interventions. The primary objective of this meta-analysis was to determine whether psychosocial interventions increase positive affect in cancer survivors.|Cancer; Interventions; Meta-analysis; Positive affect; Randomized controlled trials; 
31724814|Stability and change in family psychosocial risk over 6 months in pediatric cancer and its association with medical and psychosocial healthcare utilization.|Kazak, Anne E; Chen, Fang Fang; Hwang, Wei-Ting; Askins, Martha A; Vega, Gabriela; Kolb, E Anders; Reilly, Anne; Barakat, Lamia P; |2019 11 14|Family psychosocial risk in pediatric oncology can be assessed using the Psychosocial Assessment Tool (PAT), a brief parent report screener based on the Pediatric Psychosocial Preventative Health Model (PPPHM; universal, targeted, and clinical). However, little is known about risk over the course of treatment and its association with medical and psychosocial healthcare utilization.|Psychosocial Assessment Tool (PAT); cancer; families; healthcare delivery; healthcare utilization; pediatrics; psychosocial; risk screening; 
31678094|Incidence of abnormal cervical and vaginal cytology among women over age 65 years living with human immunodeficiency virus.|Stewart, Kelsey A; Allen, Stephanie M; Chesnokova, Arina E; Syed, Fatima; Levison, Judy E; |2019 10 31|Women with human immunodeficiency virus have higher rates of abnormal cervical and vaginal cytology and, subsequently, of cervical and vaginal cancers. Although professional bodies currently advocate for indefinite cytology screening for women living with human immunodeficiency virus, these recommendations are based on expert opinion, not evidence-based. In the general population, women who have never had an abnormal cytology result can cease screening at age 65 years. This is due to the relatively low incidence of dysplasia in this group and the risk of false-positive results as women age, invasive follow-up testing, and destructive treatments of lesions that are unlikely to progress to cancer. What is unclear, however, is how human immunodeficiency virus-infected women over age 65 years who have no history of abnormal cytology should be screened to maximize benefit while reducing harms of overscreening. This is a crucial question, as women over age 65 years who are living with human immunodeficiency virus comprise a rapidly growing population.|acquired immunodeficiency syndrome (AIDS); cervical cancer screening; cervical cytology; cervical dysplasia; epidemiology gynecology; human immunodeficiency virus (HIV); human papillomavirus (HPV); infectious disease; postmenopausal; vaginal cytology; vaginal dysplasia; 
